managing_agency,fms_id,year-month_reported,total_budget,spend_to_date,spend_to_date_percent,budget_variance,budget_variance_percent
819,26202103,202110,4000000,,,,
819,26202103,202305,4000017,41650,0.0104,17,0
819,26202103,202309,5645017,41650,0.0073,1645000,0.4112
819,26202104,202110,17244000,,,,
819,26202104,202305,17244000,0,0,0,0
819,26202104,202309,17243723,286113,0.0165,-277,0
819,26202201,202205,11862000,,,,
819,26202201,202305,18500000,0,0,6638000,0.5596
819,26202201,202309,18500000,0,0,0,0
819,26202301,202210,400000,,,,
819,26202301,202305,400000,0,0,0,0
819,26202301,202309,400000,0,0,0,0
819,26202302,202305,2000000,,,,
819,26202302,202305,2000000,0,0,0,0
819,26202302,202309,2000015,0,0,15,0
819,26202341,202210,200000,,,,
819,26202341,202305,200000,0,0,0,0
819,26202341,202309,200000,0,0,0,0
819,26202401,202309,600000,0,0,,
819,26202402,202309,6000000,0,0,,
819,27201201,201904,273000,,,,
819,27201201,202305,273000,0,0,0,0
819,27201201,202309,273000,0,0,0,0
819,27201301,201904,490000,,,,
819,27201301,202305,111000,0,0,-379000,-0.7734
819,27201301,202309,111000,0,0,0,0
819,27201515,201410,524000,,,,
819,27201515,202305,200175,43684,0.2182,-323825,-0.6179
819,27201515,202309,200175,43684,0.2182,0,0
819,27201610,201904,3136000,,,,
819,27201610,202305,3108255,2663342,0.8568,-27745,-0.0088
819,27201610,202309,3108255,2663342,0.8568,0,0
819,27201702,201904,825000,,,,
819,27201702,202305,1025300,77469,0.0755,200300,0.2427
819,27201702,202309,1025300,77469,0.0755,0,0
819,27201802,202305,120000,0,0,,
819,27201802,202305,120000,,,0,0
819,27201802,202309,120000,0,0,0,0
819,27201803,201904,1658000,,,,
819,27201803,202305,1728830,1541236,0.8914,70830,0.0427
819,27201803,202309,1728704,1541236,0.8915,-127,0
819,29201610,201904,618000,,,,
819,29201610,202305,16157085,12823711,0.7936,15539085,25.1441
819,29201610,202309,16357892,12823711,0.7839,200808,0.0124
819,29201612,201904,17606000,,,,
819,29201612,202305,17607650,9241528,0.5248,1650,0
819,29201612,202309,17607307,9241528,0.5248,-344,0
819,29201614,201904,5000000,,,,
819,29201614,202305,4916743,4568743,0.9292,-83257,-0.0166
819,29201614,202309,4916743,4568743,0.9292,0,0
819,29201801,202210,1500000,,,,
819,29201801,202305,1500000,0,0,0,0
819,29201801,202309,1499951,0,0,-49,0
819,29201802,202011,2697000,,,,
819,29201802,202305,2350391,2089400,0.8889,-346609,-0.1285
819,29201802,202309,2350391,2089400,0.8889,0,0
819,29202001,202001,26146000,,,,
819,29202001,202305,26145800,834871,0.0319,-200,0
819,29202001,202309,26145300,834871,0.0319,-500,0
819,29202101,202011,600000,,,,
819,29202101,202305,53000,0,0,-547000,-0.9116
819,29202101,202309,53000,0,0,0,0
819,29202102,202011,70000,,,,
819,29202102,202305,70000,0,0,0,0
819,29202102,202309,70000,0,0,0,0
819,29202103,202011,575000,,,,
819,29202103,202305,373000,0,0,-202000,-0.3513
819,29202103,202309,173000,0,0,-200000,-0.5361
819,29202104,202011,2268000,,,,
819,29202104,202305,12268000,0,0,10000000,4.4091
819,29202104,202309,12268015,0,0,15,0
819,29202105,202011,1000000,,,,
819,29202105,202305,39000,0,0,-961000,-0.961
819,29202105,202309,39000,0,0,0,0
819,29202111,202302,5994000,,,,
819,29202111,202305,5994000,0,0,0,0
819,29202111,202309,7152763,0,0,1158763,0.1933
819,29202114,202110,1602000,,,,
819,29202114,202305,1529113,1248519,0.8164,-72887,-0.0454
819,29202114,202309,1528785,1248519,0.8166,-327,-0.0002
819,29202201,202305,961086,794086,0.8262,,
819,29202201,202309,961086,794086,0.8262,0,0
819,29202203,202202,5000000,,,,
819,29202203,202305,5000000,0,0,0,0
819,29202203,202309,5000000,0,0,0,0
819,29202204,202205,11863000,,,,
819,29202204,202305,15625000,0,0,3762000,0.3171
819,29202204,202309,45625000,0,0,30000000,1.92
819,29202205,202210,1296000,,,,
819,29202205,202305,1296000,0,0,0,0
819,29202205,202309,1296000,0,0,0,0
819,29202302,202305,1701000,0,0,,
819,29202302,202305,1701000,,,0,0
819,29202302,202309,1701000,0,0,0,0
819,29202303,202305,10000000,,,,
819,29202303,202305,10000000,0,0,0,0
819,29202303,202309,9999900,0,0,-100,0
819,29202401,202309,1297000,0,0,,
819,29202442,202309,300000,0,0,,
819,29202443,202309,6000000,,,,
819,29202443,202309,6000000,0,0,0,0
819,33201301,201601,20000000,,,,
819,33201301,202305,32761376,1447168,0.0441,12761376,0.638
819,33201301,202309,32761376,1447168,0.0441,0,0
819,33201505,201904,3363000,,,,
819,33201505,202305,3354842,3337842,0.9949,-8158,-0.0024
819,33201505,202309,3354842,3337842,0.9949,0,0
819,33201602,201904,2804000,,,,
819,33201602,202305,2804694,321896,0.1147,694,0.0002
819,33201602,202309,2804694,321896,0.1147,0,0
819,33201610,202001,4087000,,,,
819,33201610,202305,4080851,3484624,0.8538,-6149,-0.0015
819,33201610,202309,4080851,3484624,0.8538,0,0
819,33201804,201904,992000,,,,
819,33201804,202305,991687,725077,0.7311,-313,-0.0003
819,33201804,202309,991687,725077,0.7311,0,0
819,33201901,202001,4320000,,,,
819,33201901,202305,11719753,252351,0.0215,7399753,1.7129
819,33201901,202309,11719753,252351,0.0215,0,0
819,33202002,202001,5500000,,,,
819,33202002,202305,7799300,317273,0.0406,2299300,0.418
819,33202002,202309,12318300,317273,0.0257,4519000,0.5794
819,33202003,202001,5004000,,,,
819,33202003,202305,7877575,282619,0.0358,2873575,0.5742
819,33202003,202309,7877223,282619,0.0358,-352,0
819,33202101,202011,760000,,,,
819,33202101,202305,760630,758630,0.9973,630,0.0008
819,33202101,202309,760630,758630,0.9973,0,0
819,33202102,202011,2500000,,,,
819,33202102,202305,2500000,0,0,0,0
819,33202102,202309,2500287,0,0,287,0.0001
819,33202103,202011,242000,,,,
819,33202103,202305,242000,228600,0.9446,0,0
819,33202103,202309,241600,228600,0.9461,-400,-0.0016
819,33202104,202011,1012000,,,,
819,33202104,202305,1055500,105426,0.0998,43500,0.0429
819,33202104,202309,1055500,105426,0.0998,0,0
819,33202108,202204,1606000,,,,
819,33202108,202305,1606000,0,0,0,0
819,33202108,202309,1606444,1504435,0.9365,444,0.0002
819,33202111,202104,3000000,,,,
819,33202111,202305,3000000,0,0,0,0
819,33202111,202309,2999888,39045,0.013,-112,0
819,33202112,202110,2253000,,,,
819,33202112,202305,2253065,73489,0.0326,65,0
819,33202112,202309,2253065,73489,0.0326,0,0
819,33202201,202110,2500000,,,,
819,33202201,202305,2507380,976786,0.3895,7380,0.0029
819,33202201,202309,2506913,976786,0.3896,-468,-0.0001
819,33202202,202110,1407000,,,,
819,33202202,202305,1407000,0,0,0,0
819,33202202,202309,1406431,0,0,-569,-0.0004
819,33202203,202202,17000000,,,,
819,33202203,202305,19148731,155000,0.008,2148731,0.1263
819,33202203,202309,14629731,155000,0.0105,-4519000,-0.2359
819,33202204,202202,12000000,,,,
819,33202204,202305,12000000,0,0,0,0
819,33202204,202309,12000454,0,0,454,0
819,33202205,202202,2075000,,,,
819,33202205,202305,2074600,145550,0.0701,-400,-0.0001
819,33202205,202309,2074600,145550,0.0701,0,0
819,33202207,202205,1000000,,,,
819,33202207,202305,4880000,0,0,3880000,3.88
819,33202207,202309,4879990,0,0,-10,0
819,33202301,202210,5000000,,,,
819,33202301,202305,5000000,0,0,0,0
819,33202301,202309,5000000,0,0,0,0
819,33202302,202210,6000000,,,,
819,33202302,202305,6000000,0,0,0,0
819,33202302,202309,6000305,0,0,305,0
819,33202303,202210,2000000,,,,
819,33202303,202305,2000000,0,0,0,0
819,33202303,202309,2000000,0,0,0,0
819,33202402,202309,2000000,0,0,,
819,33202402,202309,2000000,,,0,0
819,33202403,202309,4500000,0,0,,
819,33202404,202309,2000000,,,,
819,33202404,202309,2000000,0,0,0,0
819,33202405,202309,5000000,0,0,,
819,33202405,202309,5000000,,,0,0
819,33202406,202309,1910000,,,,
819,33202406,202309,1910000,0,0,0,0
819,34200202,200609,500000,,,,
819,34200202,202305,499336,498336,0.9979,-664,-0.0013
819,34200202,202309,499336,498336,0.9979,0,0
819,34200203,200609,499000,,,,
819,34200203,202305,354231,353231,0.9971,-144769,-0.2901
819,34200203,202309,354231,353231,0.9971,0,0
819,34200304,202001,496000,,,,
819,34200304,202305,496492,488492,0.9838,492,0.0009
819,34200304,202309,496492,488492,0.9838,0,0
819,34201401,201410,1200000,,,,
819,34201401,202305,1199920,51102,0.0425,-80,0
819,34201401,202309,1200102,51102,0.0425,182,0.0001
819,34201402,201410,3480000,,,,
819,34201402,202305,5887170,5032259,0.8547,2407170,0.6917
819,34201402,202309,5886654,5032259,0.8548,-516,0
819,34201502,201904,150000,,,,
819,34201502,202305,150000,0,0,0,0
819,34201502,202309,150000,0,0,0,0
819,34201503,201904,3600000,,,,
819,34201503,202305,3599671,0,0,-329,0
819,34201503,202309,3599671,0,0,0,0
819,34201741,202202,2300000,,,,
819,34201741,202305,2300055,161016,0.07,55,0
819,34201741,202309,2300055,161016,0.07,0,0
819,34201901,201904,881000,,,,
819,34201901,202305,881237,847237,0.9614,237,0.0002
819,34201901,202309,881237,847237,0.9614,0,0
819,34202101,202011,10000000,,,,
819,34202101,202305,10000550,43133,0.0043,550,0
819,34202101,202309,10000550,43133,0.0043,0,0
819,34202102,202011,1200000,,,,
819,34202102,202305,1320000,0,0,120000,0.1
819,34202102,202309,1320236,1046046,0.7923,236,0.0001
819,34202201,202205,500000,,,,
819,34202201,202305,1000000,0,0,500000,1
819,34202201,202309,1000000,0,0,0,0
819,34202301,202305,1385000,0,0,,
819,34202301,202305,1385000,,,0,0
819,34202301,202309,1385000,0,0,0,0
819,34202302,202309,3500000,,,,
819,34202302,202309,3500000,0,0,0,0
819,34202303,202309,5266000,0,0,,
819,34202304,202309,1123000,0,0,,
819,34202305,202309,3689000,,,,
819,34202305,202309,3689000,0,0,0,0
819,37201301,201904,2420000,,,,
819,37201301,202305,4997955,336955,0.0674,2577955,1.0652
819,37201301,202309,9354128,336955,0.036,4356173,0.8715
819,37201501,201904,2100000,,,,
819,37201501,202305,3522044,2712023,0.77,1422044,0.6771
819,37201501,202309,3522085,2712023,0.77,41,0
819,37201601,201904,399000,,,,
819,37201601,202305,513233,236405,0.4606,114233,0.2862
819,37201601,202309,513233,236405,0.4606,0,0
819,37201901,201910,648000,,,,
819,37201901,202305,648000,0,0,0,0
819,37201901,202309,648000,0,0,0,0
819,37202001,202001,3800000,,,,
819,37202001,202305,3800445,240575,0.0633,445,0.0001
819,37202001,202309,6411590,240575,0.0375,2611145,0.687
819,37202002,202001,13000000,,,,
819,37202002,202305,13000000,124302,0.0095,0,0
819,37202002,202309,756000,124302,0.1644,-12244000,-0.9418
819,37202003,202001,25000000,,,,
819,37202003,202305,24999612,204162,0.0081,-388,0
819,37202003,202309,24999612,204162,0.0081,0,0
819,37202041,202305,3289087,0,0,,
819,37202041,202309,3289087,0,0,0,0
819,37202102,202011,12624000,,,,
819,37202102,202305,12623705,6789474,0.5378,-295,0
819,37202102,202309,12623705,6789474,0.5378,0,0
819,37202103,202011,2267000,,,,
819,37202103,202305,12000085,54375,0.0045,9733085,4.2933
819,37202103,202309,7616825,54375,0.0071,-4383260,-0.3652
819,37202105,202210,1293000,,,,
819,37202105,202305,1293000,0,0,0,0
819,37202105,202309,1292457,0,0,-543,-0.0004
819,37202108,202110,2000000,,,,
819,37202108,202305,2000000,0,0,0,0
819,37202108,202309,2351000,0,0,351000,0.1755
819,37202202,202110,1240000,,,,
819,37202202,202305,1240000,0,0,0,0
819,37202202,202309,6598000,0,0,5358000,4.3209
819,37202203,202110,878000,,,,
819,37202203,202305,878000,0,0,0,0
819,37202203,202309,3057000,0,0,2179000,2.4817
819,37202341,202305,3700000,0,0,,
819,37202341,202309,5472000,0,0,1772000,0.4789
819,37202401,202309,4000000,,,,
819,37202401,202309,4000000,0,0,0,0
819,42201301,201904,345000,,,,
819,42201301,202305,495000,0,0,150000,0.4347
819,42201301,202309,495000,0,0,0,0
819,42201515,201410,588000,,,,
819,42201515,202305,1755325,702068,0.3999,1167325,1.9852
819,42201515,202309,1755325,702068,0.3999,0,0
819,42202202,202305,697000,0,0,,
819,42202202,202309,697275,150656,0.216,275,0.0003
819,42202203,202210,595000,,,,
819,42202203,202305,595000,0,0,0,0
819,42202203,202309,595000,0,0,0,0
819,42202401,202309,1250000,,,,
819,42202401,202309,1250000,0,0,0,0
819,42202402,202309,225000,0,0,,
819,42202402,202309,225000,,,0,0
819,48200803,201410,3578000,,,,
819,48200803,202305,3037521,2688655,0.8851,-540479,-0.151
819,48200803,202309,3037521,2688655,0.8851,0,0
819,48201402,201410,1817000,,,,
819,48201402,202305,1792917,1607363,0.8965,-24083,-0.0132
819,48201402,202309,1792917,1607363,0.8965,0,0
819,48201505,201601,8500000,,,,
819,48201505,202305,8500515,8368305,0.9844,515,0
819,48201505,202309,8500515,8368305,0.9844,0,0
819,48201515,201410,285000,,,,
819,48201515,202305,653117,629267,0.9634,368117,1.2916
819,48201515,202309,653117,629267,0.9634,0,0
819,48201516,201410,256000,,,,
819,48201516,202305,1024300,42035,0.041,768300,3.0011
819,48201516,202309,1024300,42035,0.041,0,0
819,48201602,201904,8036000,,,,
819,48201602,202305,8154601,7467048,0.9156,118601,0.0147
819,48201602,202309,8154601,7467048,0.9156,0,0
819,48201610,201601,3319000,,,,
819,48201610,202305,4409746,3968658,0.8999,1090746,0.3286
819,48201610,202309,4409680,3968658,0.8999,-66,0
819,48201801,202001,235000,,,,
819,48201801,202305,235184,201313,0.8559,184,0.0007
819,48201801,202309,235184,201313,0.8559,0,0
819,48201803,202001,86000,,,,
819,48201803,202305,86350,85350,0.9884,350,0.004
819,48201803,202309,86350,85350,0.9884,0,0
819,48201901,201904,150000,,,,
819,48201901,202305,150000,0,0,0,0
819,48201901,202309,150000,0,0,0,0
819,48201902,201904,5000000,,,,
819,48201902,202305,5000516,3579939,0.7159,516,0.0001
819,48201902,202309,5000516,3579939,0.7159,0,0
819,48201903,202001,37000,,,,
819,48201903,202305,1857000,0,0,1820000,49.1891
819,48201903,202309,1857000,0,0,0,0
819,48202002,202001,2232000,,,,
819,48202002,202305,2031985,1862379,0.9165,-200015,-0.0896
819,48202002,202309,2031835,1862379,0.9165,-150,0
819,48202003,202001,950000,,,,
819,48202003,202305,950284,932284,0.981,284,0.0002
819,48202003,202309,950284,932284,0.981,0,0
819,48202040,202001,171000,,,,
819,48202040,202305,166176,162176,0.9759,-4824,-0.0282
819,48202040,202309,166176,162176,0.9759,0,0
819,48202101,202011,258000,,,,
819,48202101,202305,469874,10217,0.0217,211874,0.8212
819,48202101,202309,469962,10217,0.0217,88,0.0001
819,48202102,202011,1540000,,,,
819,48202102,202305,1665261,1664261,0.9993,125261,0.0813
819,48202102,202309,1665261,1664261,0.9993,0,0
819,48202106,202110,10000000,,,,
819,48202106,202305,15000000,0,0,5000000,0.5
819,48202106,202309,15000404,425250,0.0283,404,0
819,48202107,202110,450000,,,,
819,48202107,202305,450000,0,0,0,0
819,48202107,202309,450000,0,0,0,0
819,48202108,202110,30000000,,,,
819,48202108,202305,42490918,13704052,0.3225,12490918,0.4163
819,48202108,202309,38490444,13704052,0.356,-4000474,-0.0941
819,48202201,202110,1950000,,,,
819,48202201,202305,1950000,0,0,0,0
819,48202201,202309,1950000,0,0,0,0
819,48202202,202202,2200000,,,,
819,48202202,202305,2200000,0,0,0,0
819,48202202,202309,2200000,0,0,0,0
819,48202203,202202,12000000,,,,
819,48202203,202305,11224724,276935,0.0246,-775276,-0.0646
819,48202203,202309,11224724,276935,0.0246,0,0
819,48202205,202202,152687000,,,,
819,48202205,202305,167742000,0,0,15055000,0.0986
819,48202205,202309,174742384,0,0,7000384,0.0417
819,48202206,202205,11000000,,,,
819,48202206,202305,11090000,0,0,90000,0.0081
819,48202206,202309,14590000,0,0,3500000,0.3155
819,48202207,202210,10000000,,,,
819,48202207,202305,10000000,0,0,0,0
819,48202207,202309,9999600,0,0,-400,0
819,48202208,202210,15000000,,,,
819,48202208,202305,15000000,0,0,0,0
819,48202208,202309,15000000,0,0,0,0
819,48202209,202210,10000000,,,,
819,48202209,202305,10000000,0,0,0,0
819,48202209,202309,10000000,0,0,0,0
819,48202301,202302,2791000,,,,
819,48202301,202305,2791000,0,0,0,0
819,48202301,202309,2790826,0,0,-174,0
819,60202201,202205,30000000,,,,
819,60202201,202305,30000000,0,0,0,0
819,60202201,202309,30000000,0,0,0,0
819,67200901,201904,300000,,,,
819,67200901,202305,299802,3802,0.0126,-198,-0.0006
819,67200901,202309,299802,3802,0.0126,0,0
819,67201170,202011,12826000,,,,
819,67201170,202305,11052235,10868235,0.9833,-1773765,-0.1382
819,67201170,202309,11052235,10868235,0.9833,0,0
819,67202201,202205,75000,,,,
819,67202201,202305,225000,0,0,150000,2
819,67202201,202309,225000,0,0,0,0
819,67202202,202210,204000,,,,
819,67202202,202305,204000,0,0,0,0
819,67202202,202309,203654,0,0,-346,-0.0016
819,67202401,202309,950000,0,0,,
819,67202401,202309,950000,,,0,0
819,67202402,202309,200000,,,,
819,67202402,202309,200000,0,0,0,0
819,68202102,202104,63000,,,,
819,68202102,202305,124610,0,0,61610,0.9779
819,68202102,202309,124610,0,0,0,0
819,68202103,202110,2090000,,,,
819,68202103,202305,2368000,0,0,278000,0.133
819,68202103,202309,2368000,0,0,0,0
819,68202201,202110,150000,,,,
819,68202201,202305,150000,92000,0.6133,0,0
819,68202201,202309,150000,92000,0.6133,0,0
819,68202202,202202,388000,,,,
819,68202202,202305,388000,0,0,0,0
819,68202202,202309,388000,0,0,0,0
819,69202101,202110,11785000,,,,
819,69202101,202305,34000475,9014874,0.2651,22215475,1.885
819,69202101,202309,34000836,9014874,0.2651,361,0
819,71202301,202305,1000000,,,,
819,71202301,202305,1000000,0,0,0,0
819,71202301,202309,1000000,0,0,0,0
819,73202301,202305,2500000,,,,
819,73202301,202305,2500000,0,0,0,0
819,73202301,202309,2500000,0,0,0,0
819,75200902,201410,3950000,,,,
819,75200902,202305,4910332,3936212,0.8016,960332,0.2431
819,75200902,202309,4910332,3936212,0.8016,0,0
819,75201502,201601,2233000,,,,
819,75201502,202305,2895771,2558499,0.8835,662771,0.2968
819,75201502,202309,2895771,2558499,0.8835,0,0
819,75201801,201904,175000,,,,
819,75201801,202305,175234,163622,0.9337,234,0.0013
819,75201801,202309,175234,163622,0.9337,0,0
819,75202201,202110,200000,,,,
819,75202201,202305,200000,0,0,0,0
819,75202201,202309,200000,0,0,0,0
819,75202202,202305,37700000,0,0,,
819,75202202,202309,37700000,0,0,0,0
819,75202401,202309,250000,0,0,,
819,75202401,202309,250000,,,0,0
819,75202402,202309,200000,0,0,,
819,75202402,202309,200000,,,0,0
819,75202403,202309,200000,,,,
819,75202403,202309,200000,0,0,0,0
819,77202301,202305,100000,,,,
819,77202301,202305,100000,0,0,0,0
819,77202301,202309,100000,0,0,0,0
819,78202301,202305,500000,0,0,,
819,78202301,202305,500000,,,0,0
819,78202301,202309,500000,0,0,0,0
819,ACEHHC403,201410,10682000,,,,
819,ACEHHC403,202305,10857409,10624698,0.9785,175409,0.0164
819,ACEHHC403,202309,10857409,10624698,0.9785,0,0
819,ACEHHC406,201910,4493000,,,,
819,ACEHHC406,202305,4492064,3808804,0.8478,-936,-0.0002
819,ACEHHC406,202309,4492064,3808804,0.8478,0,0
819,ACEHHC407,202001,8542000,,,,
819,ACEHHC407,202305,8992136,7774950,0.8646,450136,0.0526
819,ACEHHC407,202309,8992136,7774950,0.8646,0,0
819,ACEHHC408,201910,21355000,,,,
819,ACEHHC408,202305,21354091,16268058,0.7618,-909,0
819,ACEHHC408,202309,21353735,16268058,0.7618,-356,0
819,ACEHHC409,201910,13495000,,,,
819,ACEHHC409,202305,13044122,8685357,0.6658,-450878,-0.0334
819,ACEHHC409,202309,13044122,8685357,0.6658,0,0
819,ACEHHC602,201910,14851000,,,,
819,ACEHHC602,202305,14851055,11795982,0.7942,55,0
819,ACEHHC602,202309,14851055,11795982,0.7942,0,0
819,ACEHHC606,201910,11051000,,,,
819,ACEHHC606,202305,11050291,9381467,0.8489,-709,0
819,ACEHHC606,202309,11050291,9381467,0.8489,0,0
819,ACEHHC607,201910,1229000,,,,
819,ACEHHC607,202305,1133996,828397,0.7305,-95004,-0.0773
819,ACEHHC607,202309,1133996,828397,0.7305,0,0
819,ACEHHC803,202001,3197000,,,,
819,ACEHHC803,202305,5430682,1813659,0.3339,2233682,0.6986
819,ACEHHC803,202309,5430682,1813659,0.3339,0,0
819,ACEHHC901,201910,27000000,,,,
819,ACEHHC901,202305,27715438,9686048,0.3494,715438,0.0264
819,ACEHHC901,202309,27735685,9686048,0.3492,20247,0.0007
819,ACEHHC902,201910,2783000,,,,
819,ACEHHC902,202305,2783000,815171,0.2929,0,0
819,ACEHHC902,202309,2783000,815171,0.2929,0,0
819,GABIHHC,201902,759000,,,,
819,GABIHHC,202305,940138,847138,0.901,181138,0.2386
819,GABIHHC,202309,940138,847138,0.901,0,0
819,GOUV/MJR,201102,188042000,,,,
819,GOUV/MJR,202305,243228581,241748055,0.9939,55186581,0.2934
819,GOUV/MJR,202309,243229055,241748055,0.9939,474,0
819,SAND1117,201904,15914000,,,,
819,SAND1117,202305,19936118,16670355,0.8361,4022118,0.2527
819,SAND1117,202309,23467633,16670355,0.7103,3531515,0.1771
819,SAND1121,202011,5500000,,,,
819,SAND1121,202305,5500175,2528167,0.4596,175,0
819,SAND1121,202309,5500718,2528167,0.4596,543,0
819,SAND2605,201904,85194000,,,,
819,SAND2605,202305,101874655,57249654,0.5619,16680655,0.1957
819,SAND2605,202309,101967218,57249654,0.5614,92562,0.0009
819,SAND3706,201910,5230000,,,,
819,SAND3706,202305,5045853,4606875,0.913,-184147,-0.0352
819,SAND3706,202309,5045853,4606875,0.913,0,0
819,SANDCOFW,202305,114288000,0,0,,
819,SANDCOFW,202309,114288000,0,0,0,0
819,SANDNEW,202110,411111000,,,,
819,SANDNEW,202305,392139000,0,0,-18972000,-0.0461
819,SANDNEW,202309,388689000,0,0,-3450000,-0.0087
819,TKYHHC013,202305,5895000,,,,
819,TKYHHC013,202305,5895000,0,0,0,0
819,TKYHHC013,202309,5895000,0,0,0,0
819,TKYHHC014,202305,3962000,0,0,,
819,TKYHHC014,202305,3962000,,,0,0
819,TKYHHC014,202309,3962000,0,0,0,0
819,TKYHHC903,202110,35245000,,,,
819,TKYHHC903,202305,35245718,14983928,0.4251,718,0
819,TKYHHC903,202309,35245718,14983928,0.4251,0,0
819,TKYHHC904,202110,33568000,,,,
819,TKYHHC904,202305,33569549,641416,0.0191,1549,0
819,TKYHHC904,202309,39569549,641416,0.0162,6000000,0.1787
819,TKYHHC905,202110,38217000,,,,
819,TKYHHC905,202305,45635000,960376,0.021,7418000,0.1941
819,TKYHHC905,202309,45635094,960376,0.021,94,0
819,TKYHHC907,202110,7189000,,,,
819,TKYHHC907,202305,5397000,0,0,-1792000,-0.2492
819,TKYHHC907,202309,5397179,2786977,0.5163,179,0
819,TKYHHC908,202110,7403000,,,,
819,TKYHHC908,202305,7403000,0,0,0,0
819,TKYHHC908,202309,12753000,0,0,5350000,0.7226
819,TKYHHC910,202110,1868000,,,,
819,TKYHHC910,202305,1868000,0,0,0,0
819,TKYHHC910,202309,1868000,0,0,0,0
819,WFF-HHC,201904,6000000,,,,
819,WFF-HHC,202305,6000000,0,0,0,0
819,WFF-HHC,202309,6000000,0,0,0,0
826,26W-144-L,201410,50850000,,,,
826,26W-144-L,202305,97950841,0,0,47100841,0.9262
826,26W-144-L,202309,96334841,0,0,-1616000,-0.0164
826,26W-148-L,201505,33000000,,,,
826,26W-148-L,202305,37427757,0,0,4427757,0.1341
826,26W-148-L,202309,37427757,0,0,0,0
826,26W-149,201710,7150000,,,,
826,26W-149,202305,9050000,1785063,0.1972,1900000,0.2657
826,26W-149,202309,9900000,1785063,0.1803,850000,0.0939
826,26W-156-L,201710,6600000,,,,
826,26W-156-L,202305,31800000,0,0,25200000,3.8181
826,26W-156-L,202309,31800000,0,0,0,0
826,26W-167-L,202203,12000000,,,,
826,26W-167-L,202305,14400000,0,0,2400000,0.2
826,26W-167-L,202309,14400000,0,0,0,0
826,ACEDEP502,201410,6568000,,,,
826,ACEDEP502,202305,6992254,6931254,0.9912,424254,0.0645
826,ACEDEP502,202309,6992254,6931254,0.9912,0,0
826,ACEDEP503,202210,49416000,,,,
826,ACEDEP503,202305,49416000,0,0,0,0
826,ACEDEP503,202309,49416060,0,0,60,0
826,ACEDEP601,201904,960000,,,,
826,ACEDEP601,202305,873000,0,0,-87000,-0.0906
826,ACEDEP601,202309,873000,0,0,0,0
826,ACEDEP701,201904,248000,,,,
826,ACEDEP701,202305,248000,0,0,0,0
826,ACEDEP701,202309,248000,0,0,0,0
826,ACEDEP703,201804,833000,,,,
826,ACEDEP703,202305,832025,688210,0.8271,-975,-0.0011
826,ACEDEP703,202309,6831186,688210,0.1007,5999161,7.2103
826,AGRI-18,201910,61750000,,,,
826,AGRI-18,202305,60764434,20392718,0.3356,-985566,-0.0159
826,AGRI-18,202309,75764434,20392718,0.2691,15000000,0.2468
826,AIR-MON2,201710,1500000,,,,
826,AIR-MON2,202305,1500000,0,0,0,0
826,AIR-MON2,202309,1500000,0,0,0,0
826,ASB-REM,201410,7900000,,,,
826,ASB-REM,202305,6870253,1744527,0.2539,-1029747,-0.1303
826,ASB-REM,202309,6870159,1744527,0.2539,-94,0
826,BB-215-L,201410,37258000,,,,
826,BB-215-L,202305,67831434,35251528,0.5196,30573434,0.8205
826,BB-215-L,202309,69276116,35251528,0.5088,1444681,0.0212
826,BB-216-L,201410,16726000,,,,
826,BB-216-L,202305,133050651,5600771,0.042,116324651,6.9547
826,BB-216-L,202309,133020683,5600771,0.0421,-29969,-0.0002
826,BB-220-L,201410,30650000,,,,
826,BB-220-L,202305,123683000,0,0,93033000,3.0353
826,BB-220-L,202309,123682465,0,0,-535,0
826,BB-236-L,201910,5150000,,,,
826,BB-236-L,202305,4800000,0,0,-350000,-0.0679
826,BB-236-L,202309,4800000,0,0,0,0
826,BB-237-L,201910,4025000,,,,
826,BB-237-L,202305,3771000,3112307,0.8253,-254000,-0.0631
826,BB-237-L,202309,3795997,3112307,0.8198,24997,0.0066
826,BB-239-L,202011,2500000,,,,
826,BB-239-L,202305,5438000,0,0,2938000,1.1752
826,BB-239-L,202309,5337550,0,0,-100450,-0.0184
826,BBJ-X,202202,2195000,,,,
826,BBJ-X,202305,0,0,0,-2195000,-1
826,BBJ-X,202309,0,0,0,0,
826,BED-834,202104,28505000,,,,
826,BED-834,202305,28505000,0,0,0,0
826,BED-834,202309,28505000,0,0,0,0
826,BEDC-JOCS,202305,100000000,0,0,,
826,BEDC-JOCS,202305,100000000,,,0,0
826,BEDC-JOCS,202309,100000000,0,0,0,0
826,C519,200704,198184000,,,,
826,C519,202305,841189241,66613158,0.0791,643005241,3.2444
826,C519,202309,842245785,66613158,0.079,1056544,0.0012
826,C540,200704,104830000,,,,
826,C540,202305,984273871,277939050,0.2823,879443871,8.3892
826,C540,202309,1018613464,277939050,0.2728,34339593,0.0348
826,CAN-HYDRO,201410,138000000,,,,
826,CAN-HYDRO,202305,8971000,0,0,-129029000,-0.9349
826,CAN-HYDRO,202309,8970046,0,0,-954,-0.0001
826,CAT-212,200704,390807000,,,,
826,CAT-212,202305,475079508,422306552,0.8889,84272508,0.2156
826,CAT-212,202309,485165771,422306552,0.8704,10086263,0.0212
826,CAT-213,200704,110000000,,,,
826,CAT-213,202305,1323029444,49120234,0.0371,1213029444,11.0275
826,CAT-213,202309,1326733211,49120234,0.037,3703767,0.0027
